t I O O_a
944 0.98089 0.99775 0.980912405390293
945 0.98089 0.99775 0.980911030380958
946 0.98089 0.99775 0.98090963962517
947 0.98089 0.99775 0.980908233055412
948 0.98089 0.99775 0.980906810604165
949 0.98089 0.99775 0.980905372203909
950 0.98089 0.99775 0.980903917787124
951 0.98089 0.99775 0.980902447286293
952 0.98089 0.99775 0.980900960633896
953 0.98089 0.99775 0.980899457762414
954 0.98089 0.99775 0.980897938604328
955 0.98089 0.99775 0.980896403092118
956 0.98089 0.99775 0.980894851158267
957 0.98089 0.99775 0.980893282735254
958 0.98089 0.99775 0.98089169775556
959 0.98089 0.99775 0.980890096151668
960 0.98089 0.99775 0.980888477856056
961 0.98089 0.99775 0.980886842801208
962 0.98089 0.99775 0.980885190919602
963 0.98089 0.99775 0.980883522143721
964 0.98089 0.99775 0.980881836406045
965 0.98089 0.99775 0.980880133639055
966 0.98089 0.99775 0.980878413775232
967 0.98089 0.99775 0.980877142999059
968 0.98089 0.99775 0.980876312442977
969 0.98089 0.99775 0.980875543539585
970 0.98089 0.99775 0.980874838472072
971 0.98089 0.99775 0.980874199423627
972 0.98089 0.99775 0.980873628577437
973 0.98089 0.99775 0.980873128116691
974 0.98089 0.99775 0.980872700224576
975 0.98089 0.99775 0.980872347084282
976 0.98089 0.99775 0.980872070878997
977 0.98089 0.99775 0.980871873791909
978 0.98089 0.99775 0.980871758006205
979 0.98089 0.99775 0.980871725705075
980 0.98089 0.99775 0.980871779071706
981 0.98089 0.99775 0.980871920289287
982 0.98089 0.99775 0.980872151541007
983 0.98089 0.99775 0.980872475010053
984 0.98089 0.99775 0.980872892879613
985 0.98089 0.99775 0.980873407332875
986 0.98089 0.99775 0.98087402055303
987 0.98089 0.99775 0.980874734723263
988 0.98089 0.99775 0.980875552026765
989 0.98089 0.99775 0.980876474646722
990 0.98089 0.99775 0.980877504766323
991 0.98089 0.99775 0.980878644568756
992 0.98089 0.99775 0.980879896237211
993 0.98089 0.99775 0.980881261954874
994 0.98089 0.99775 0.980882743904934
995 0.98089 0.99775 0.98088434427058
996 0.98089 0.99775 0.980886065234999
997 0.98089 0.99775 0.980887908981381
998 0.98089 0.99775 0.980889877692912
999 0.98089 0.99775 0.980891973552782
1000 0.98089 0.99775 0.980894198744179
