time,Input_12,Input_10,Input_8,Output_12,Output_10,Output_8
849,0.98089,0.98089,0.98089,0.9877100000000001,0.9955,0.956215
850,0.98089,0.98089,0.98089,0.98755,0.9955,0.95727
851,0.98089,0.98089,0.98089,0.9886550000000001,0.9955,0.95727
852,0.98089,0.98089,0.98089,0.98976,0.9955,0.95727
853,0.98089,0.98089,0.98089,0.9887349999999999,0.9966250000000001,0.95832
854,0.98089,0.98089,0.98089,0.98771,0.99775,0.95937
855,0.98089,0.98089,0.98089,0.9886550000000001,0.9966250000000001,0.95937
856,0.98089,0.98089,0.98089,0.9896,0.9955,0.95937
857,0.98089,0.98089,0.98089,0.98968,0.9955,0.960425
858,0.98089,0.98089,0.98089,0.98976,0.9955,0.96148
859,0.98089,0.98089,0.98089,0.989835,0.9955,0.96245
860,0.98089,0.98089,0.98089,0.98991,0.9955,0.96342
861,0.98089,0.98089,0.98089,0.9899899999999999,0.9955,0.96447
862,0.98089,0.98089,0.98089,0.99007,0.9955,0.96552
863,0.98089,0.98089,0.98089,0.9922,0.9966250000000001,0.966575
864,0.98089,0.98089,0.98089,0.99433,0.99775,0.96763
865,0.98089,0.98089,0.98089,0.99307,0.99775,0.96763
866,0.98089,0.98089,0.98089,0.99181,0.99775,0.96763
867,0.98089,0.98089,0.98089,0.99102,0.99775,0.96868
868,0.98089,0.98089,0.98089,0.99023,0.99775,0.96973
869,0.98089,0.98089,0.98089,0.991175,0.99775,0.96973
870,0.98089,0.98089,0.98089,0.99212,0.99775,0.96973
871,0.98089,0.98089,0.98089,0.9922,0.9966250000000001,0.96973
872,0.98089,0.98089,0.98089,0.99228,0.9955,0.96973
873,0.98089,0.98089,0.98089,0.99212,0.9955,0.96973
874,0.98089,0.98089,0.98089,0.99196,0.9955,0.96973
875,0.98089,0.98089,0.98089,0.992985,0.9955,0.971915
876,0.98089,0.98089,0.98089,0.99401,0.9955,0.9741
877,0.98089,0.98089,0.98089,0.99401,0.9955,0.9741
878,0.98089,0.98089,0.98089,0.99401,0.9955,0.9741
879,0.98089,0.98089,0.98089,0.99401,0.9966250000000001,0.975155
880,0.98089,0.98089,0.98089,0.99401,0.99775,0.97621
881,0.98089,0.98089,0.98089,0.994955,0.99775,0.97621
882,0.98089,0.98089,0.98089,0.9959,0.99775,0.97621
883,0.98089,0.98089,0.98089,0.995115,0.9966250000000001,0.97726
884,0.98089,0.98089,0.98089,0.99433,0.9955,0.97831
885,0.98089,0.98089,0.98089,0.995275,0.9966250000000001,0.97831
886,0.98089,0.98089,0.98089,0.99622,0.99775,0.97831
887,0.98089,0.98089,0.98089,0.99614,0.9966250000000001,0.97936
888,0.98089,0.98089,0.98089,0.99606,0.9955,0.98041
889,0.98089,0.98089,0.98089,0.9962949999999999,0.9955,0.97936
890,0.98089,0.98089,0.98089,0.99653,0.9955,0.97831
891,0.98089,0.98089,0.98089,0.99543,0.99775,0.97936
892,0.98089,0.98089,0.98089,0.99433,1.0,0.98041
893,0.98089,0.98089,0.98089,0.99433,0.998875,0.981465
894,0.98089,0.98089,0.98089,0.99433,0.99775,0.98252
895,0.98089,0.98089,0.98089,0.994405,0.99775,0.981465
896,0.98089,0.98089,0.98089,0.99448,0.99775,0.98041
897,0.98089,0.98089,0.98089,0.99543,0.99775,0.98041
898,0.98089,0.98089,0.98089,0.99638,0.99775,0.98041
899,0.98089,0.98089,0.98089,0.99614,0.99775,0.982595
900,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
901,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
902,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
903,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
904,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
905,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
906,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
907,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
908,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
909,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
910,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
911,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
912,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
913,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
914,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
915,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
916,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
917,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
918,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
919,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
920,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
921,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
922,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
923,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
924,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
925,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
926,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
927,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
928,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
929,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
930,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
931,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
932,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
933,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
934,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
935,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
936,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
937,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
938,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
939,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
940,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
941,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
942,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
943,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
944,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
945,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
946,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
947,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
948,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
949,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
950,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
951,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
952,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
953,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
954,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
955,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
956,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
957,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
958,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
959,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
960,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
961,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
962,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
963,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
964,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
965,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
966,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
967,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
968,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
969,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
970,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
971,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
972,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
973,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
974,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
975,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
976,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
977,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
978,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
979,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
980,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
981,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
982,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
983,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
984,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
985,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
986,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
987,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
988,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
989,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
990,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
991,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
992,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
993,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
994,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
995,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
996,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
997,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
998,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
999,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
1000,0.98089,0.98089,0.98089,0.9959,0.99775,0.98478
