T,I,O
341.0,0.99912,0.0
342.0,0.99913,0.0
343.0,0.99914,0.0
344.0,0.99915,0.0
345.0,0.99916,0.0
346.0,0.99917,0.0
347.0,0.99918,0.0
348.0,0.99919,0.0
349.0,0.99919,0.0
350.0,0.9992,0.0
351.0,0.9992,0.0
352.0,0.99921,0.0
353.0,0.99921,0.0
354.0,0.99922,0.0
355.0,0.99922,0.0
356.0,0.99922,0.0
357.0,0.99922,0.0
358.0,0.99923,0.0
359.0,0.99923,0.0
360.0,0.99923,0.0
361.0,0.99923,0.0
362.0,0.99923,0.0
363.0,0.99924,0.0
364.0,0.99924,0.0
365.0,0.99924,0.0
366.0,0.99924,0.0
367.0,0.99924,0.0
368.0,0.99924,0.0
369.0,0.99924,0.0
370.0,0.99924,0.0
371.0,0.99924,0.0
372.0,0.99924,0.0
373.0,0.99924,0.0
374.0,0.99925,0.0
375.0,0.99925,0.0
376.0,0.99925,0.0
377.0,0.99925,0.0
378.0,0.99925,0.0
379.0,0.99925,0.0
380.0,0.99925,0.0
381.0,0.99925,0.0
382.0,0.99925,0.0
383.0,0.99925,0.0
384.0,0.99925,0.0
385.0,0.99925,0.0
386.0,0.99925,0.0
387.0,0.99925,0.0
388.0,0.99925,0.0
389.0,0.99925,0.0
390.0,0.99925,0.0
391.0,0.99925,0.0
392.0,0.99925,0.0
393.0,0.99925,0.0
394.0,0.99925,0.0
395.0,0.99925,0.0
396.0,0.99925,0.0
397.0,0.99925,0.0
398.0,0.99925,0.0
399.0,0.99925,0.0
400.0,0.99925,0.0
401.0,0.99925,0.0
402.0,0.99925,0.0
403.0,0.99925,0.0
404.0,0.99925,0.0
405.0,0.99925,0.0
406.0,0.99925,0.0
407.0,0.99925,0.0
408.0,0.99925,0.0
409.0,0.99925,0.0
410.0,0.99925,0.0
411.0,0.99925,0.0
412.0,0.99925,0.0
413.0,0.99925,0.0
414.0,0.99925,0.0
415.0,0.99925,0.0
416.0,0.99925,0.0
417.0,0.99925,0.0
418.0,0.99925,0.0
419.0,0.99925,0.0
420.0,0.99925,0.0
421.0,0.99925,0.0
422.0,0.99925,0.0
423.0,0.99925,0.0
424.0,0.99925,0.0
425.0,0.99925,0.0
426.0,0.99925,0.0
427.0,0.99925,0.0
428.0,0.99925,0.0
429.0,0.99925,0.0
430.0,0.99925,0.0
431.0,0.99925,0.0
432.0,0.99925,0.0
433.0,0.99925,0.0
434.0,0.99925,0.0
435.0,0.99925,0.0
436.0,0.99925,0.0
437.0,0.99925,0.0
438.0,0.99925,0.0
439.0,0.99925,0.0
440.0,0.99925,0.0
441.0,0.99925,0.0
442.0,0.99925,0.0
443.0,0.99925,0.0
444.0,0.99925,0.0
445.0,0.99925,0.0
446.0,0.99925,0.0
447.0,0.99925,0.0
448.0,0.99925,0.0
449.0,0.99925,0.0
450.0,0.99925,0.0
451.0,0.99925,0.0
452.0,0.99925,0.0
453.0,0.99925,0.0
454.0,0.99925,0.0
455.0,0.99925,0.0
456.0,0.99925,0.0
457.0,0.99925,0.0
458.0,0.99925,0.0
459.0,0.99925,0.0
460.0,0.99925,0.0
461.0,0.99925,0.0
462.0,0.99925,0.0
463.0,0.99925,0.0
464.0,0.99925,0.0
465.0,0.99925,0.0
466.0,0.99925,0.0
467.0,0.99925,0.0
468.0,0.99925,0.0
469.0,0.99925,0.0
470.0,0.99925,0.0
471.0,0.99925,0.0
472.0,0.99925,0.0
473.0,0.99925,0.0
474.0,0.99925,0.0
475.0,0.99925,0.0
476.0,0.99925,0.0
477.0,0.99925,0.0
478.0,0.99925,0.0
479.0,0.99925,0.0
480.0,0.99925,0.0
481.0,0.99925,0.0
482.0,0.99925,0.0
483.0,0.99925,0.0
484.0,0.99925,0.0
485.0,0.99925,0.0
486.0,0.99925,0.0
487.0,0.99925,0.0
488.0,0.99925,0.0
489.0,0.99925,0.0
490.0,0.99925,0.0
491.0,0.99925,0.0
492.0,0.99925,0.0
493.0,0.99925,0.0
494.0,0.99925,0.0
495.0,0.99925,0.0
496.0,0.99925,0.0
497.0,0.99925,0.0
498.0,0.99925,0.0
499.0,0.99925,0.0
500.0,0.99925,0.0
501.0,0.99925,0.0
502.0,0.99925,0.0
503.0,0.99925,0.0
504.0,0.99925,0.0
505.0,0.99925,0.0
506.0,0.99925,0.0
507.0,0.99925,0.0
508.0,0.99925,0.0
509.0,0.99925,0.0
510.0,0.99925,0.0
511.0,0.99925,0.0
512.0,0.99925,0.0
513.0,0.99925,0.0
514.0,0.99925,0.0
515.0,0.99925,0.0
516.0,0.99925,0.0
517.0,0.99925,0.0
518.0,0.99925,0.0
519.0,0.99925,0.0
520.0,0.99925,0.0
521.0,0.99925,0.0
522.0,0.99925,0.0
523.0,0.99925,0.0
524.0,0.99925,0.0
525.0,0.99925,0.0
526.0,0.99925,0.0
527.0,0.99925,0.0
528.0,0.99925,0.0
529.0,0.99925,0.0
530.0,0.99925,0.0
531.0,0.99925,0.0
532.0,0.99925,0.0
533.0,0.99925,0.0
534.0,0.99925,0.0
535.0,0.99925,0.0
536.0,0.99925,0.0
537.0,0.99925,0.0
538.0,0.99925,0.0
539.0,0.99925,0.0
540.0,0.99925,0.0
541.0,0.99925,0.0
542.0,0.99925,0.0
543.0,0.99925,0.0
544.0,0.99925,0.0
545.0,0.99925,0.0
546.0,0.99925,0.0
547.0,0.99925,0.0
548.0,0.99925,0.0
549.0,0.99925,0.0
550.0,0.99925,0.0
551.0,0.99925,0.0
552.0,0.99925,0.0
553.0,0.99925,0.0
554.0,0.99925,0.0
555.0,0.99925,0.0
556.0,0.99925,0.0
557.0,0.99925,0.0
558.0,0.99925,0.0
559.0,0.99925,0.0
560.0,0.99925,0.0
561.0,0.99925,0.0
562.0,0.99925,0.0
563.0,0.99925,0.004635
564.0,0.99925,0.00927
565.0,0.99925,0.00861
566.0,0.99925,0.00795
567.0,0.99925,0.00861
568.0,0.99925,0.00927
569.0,0.99925,0.010595
570.0,0.99925,0.01192
571.0,0.99925,0.01192
572.0,0.99925,0.01192
573.0,0.99925,0.01192
574.0,0.99925,0.01192
575.0,0.99925,0.01457
576.0,0.99925,0.01722
577.0,0.99925,0.015895
578.0,0.99925,0.01457
579.0,0.99925,0.015895
580.0,0.99925,0.01722
581.0,0.99925,0.015895
582.0,0.99925,0.01457
583.0,0.99925,0.015895
584.0,0.99925,0.01722
585.0,0.99925,0.01987
586.0,0.99925,0.02252
587.0,0.99925,0.02252
588.0,0.99925,0.02252
589.0,0.99925,0.02252
590.0,0.99925,0.02252
591.0,0.99925,0.025165
592.0,0.99925,0.02781
593.0,0.99925,0.03245
594.0,0.99925,0.03709
595.0,0.99925,0.03444
596.0,0.99925,0.03179
597.0,0.99925,0.035765
598.0,0.99925,0.03974
599.0,0.99925,0.04106
600.0,0.99925,0.04238
601.0,0.99925,0.04106
602.0,0.99925,0.03974
603.0,0.99925,0.04371
604.0,0.99925,0.04768
605.0,0.99925,0.049005
606.0,0.99925,0.05033
607.0,0.99925,0.05033
608.0,0.99925,0.05033
609.0,0.99925,0.050995
610.0,0.99925,0.05166
611.0,0.99925,0.056955
612.0,0.99925,0.06225
613.0,0.99925,0.066225
614.0,0.99925,0.0702
615.0,0.99925,0.0702
616.0,0.99925,0.0702
617.0,0.99925,0.07086
618.0,0.99925,0.07152
619.0,0.99925,0.07682
620.0,0.99925,0.08212
621.0,0.99925,0.08874
622.0,0.99925,0.09536
623.0,0.99925,0.102645
624.0,0.99925,0.10993
625.0,0.99925,0.11125499999999999
626.0,0.99925,0.11258
627.0,0.99925,0.119865
628.0,0.99925,0.12715
629.0,0.99925,0.1351
630.0,0.99925,0.14305
631.0,0.99925,0.15298
632.0,0.99925,0.16291
633.0,0.99925,0.166885
634.0,0.99925,0.17086
635.0,0.99925,0.180795
636.0,0.99925,0.19073
637.0,0.99925,0.198675
638.0,0.99925,0.20662
639.0,0.99925,0.22318
640.0,0.99925,0.23974
641.0,0.99925,0.25166
642.0,0.99925,0.26358
643.0,0.99925,0.271525
644.0,0.99925,0.27947
645.0,0.99925,0.293375
646.0,0.99925,0.30728
647.0,0.99925,0.32184999999999997
648.0,0.99925,0.33642
649.0,0.99925,0.349665
650.0,0.99925,0.36291
651.0,0.99925,0.378805
652.0,0.99925,0.3947
653.0,0.99925,0.410595
654.0,0.99925,0.42649
655.0,0.99925,0.44636
656.0,0.99925,0.46623
657.0,0.99925,0.48212
658.0,0.99925,0.49801
659.0,0.99925,0.513245
660.0,0.99925,0.52848
661.0,0.99925,0.554305
662.0,0.99925,0.58013
663.0,0.99925,0.59404
664.0,0.99925,0.60795
665.0,0.99925,0.6284799999999999
666.0,0.99925,0.64901
667.0,0.99925,0.665565
668.0,0.99925,0.68212
669.0,0.99925,0.701985
670.0,0.99925,0.72185
671.0,0.99925,0.7417199999999999
672.0,0.99925,0.76159
673.0,0.99925,0.769535
674.0,0.99925,0.77748
675.0,0.99925,0.7907249999999999
676.0,0.99925,0.80397
677.0,0.99925,0.822515
678.0,0.99925,0.84106
679.0,0.99925,0.85232
680.0,0.99925,0.86358
681.0,0.99925,0.872185
682.0,0.99925,0.88079
683.0,0.99925,0.8953599999999999
684.0,0.99925,0.90993
685.0,0.99925,0.91258
686.0,0.99925,0.91523
687.0,0.99925,0.9271499999999999
688.0,0.99925,0.93907
689.0,0.99925,0.9430449999999999
690.0,0.99925,0.94702
691.0,0.99925,0.949005
692.0,0.99925,0.95099
693.0,0.99925,0.958275
694.0,0.99925,0.96556
695.0,0.99925,0.96821
696.0,0.99925,0.97086
697.0,0.99925,0.97417
698.0,0.99925,0.97748
699.0,0.99925,0.98013
700.0,0.99925,0.98278
701.0,0.99925,0.98278
702.0,0.99925,0.98278
703.0,0.99925,0.984105
704.0,0.99925,0.98543
705.0,0.99925,0.984105
706.0,0.99925,0.98278
707.0,0.99925,0.984105
708.0,0.99925,0.98543
709.0,0.99925,0.98874
710.0,0.99925,0.99205
711.0,0.99925,0.993375
712.0,0.99925,0.9947
713.0,0.99925,0.993375
714.0,0.99925,0.99205
715.0,0.99925,0.9946999999999999
716.0,0.99925,0.99735
717.0,0.99925,0.9960249999999999
718.0,0.99925,0.9947
719.0,0.99925,0.9960249999999999
720.0,0.99925,0.99735
721.0,0.99925,0.99735
722.0,0.99925,0.99735
723.0,0.99925,0.9960249999999999
724.0,0.99925,0.9947
725.0,0.99925,0.99735
726.0,0.99925,1.0
727.0,0.99925,0.998675
728.0,0.99925,0.99735
729.0,0.99925,0.99735
730.0,0.99925,0.99735
731.0,0.99925,0.990065
732.0,0.99925,0.98278
733.0,0.99925,0.984105
734.0,0.99925,0.98543
735.0,0.99925,0.98874
736.0,0.99925,0.99205
737.0,0.99925,0.993375
738.0,0.99925,0.9947
739.0,0.99925,0.993375
740.0,0.99925,0.99205
741.0,0.99925,0.9946999999999999
742.0,0.99925,0.99735
743.0,0.99925,0.9960249999999999
744.0,0.99925,0.9947
745.0,0.99925,0.9960249999999999
746.0,0.99925,0.99735
747.0,0.99925,0.99735
748.0,0.99925,0.99735
749.0,0.99925,0.9960249999999999
750.0,0.99925,0.9947
751.0,0.99925,0.99735
752.0,0.99925,1.0
753.0,0.99925,0.998675
754.0,0.99925,0.99735
755.0,0.99925,0.99735
756.0,0.99925,0.99735
757.0,0.99925,0.990065
758.0,0.99925,0.98278
759.0,0.99925,0.984105
760.0,0.99925,0.98543
761.0,0.99925,0.98874
762.0,0.99925,0.99205
763.0,0.99925,0.993375
764.0,0.99925,0.9947
765.0,0.99925,0.993375
766.0,0.99925,0.99205
767.0,0.99925,0.9946999999999999
768.0,0.99925,0.99735
769.0,0.99925,0.9960249999999999
770.0,0.99925,0.9947
771.0,0.99925,0.9960249999999999
772.0,0.99925,0.99735
773.0,0.99925,0.99735
774.0,0.99925,0.99735
775.0,0.99925,0.9960249999999999
776.0,0.99925,0.9947
777.0,0.99925,0.99735
778.0,0.99925,1.0
779.0,0.99925,0.998675
780.0,0.99925,0.99735
781.0,0.99925,0.99735
782.0,0.99925,0.99735
783.0,0.99925,0.990065
784.0,0.99925,0.98278
785.0,0.99925,0.984105
786.0,0.99925,0.98543
787.0,0.99925,0.98874
788.0,0.99925,0.99205
789.0,0.99925,0.993375
790.0,0.99925,0.9947
791.0,0.99925,0.993375
792.0,0.99925,0.99205
793.0,0.99925,0.9946999999999999
794.0,0.99925,0.99735
795.0,0.99925,0.9960249999999999
796.0,0.99925,0.9947
797.0,0.99925,0.9960249999999999
798.0,0.99925,0.99735
799.0,0.99925,0.99735
800.0,0.99925,0.99735
801.0,0.99925,0.9960249999999999
802.0,0.99925,0.9947
803.0,0.99925,0.99735
804.0,0.99925,1.0
805.0,0.99925,0.998675
806.0,0.99925,0.99735
807.0,0.99925,0.99735
808.0,0.99925,0.99735
809.0,0.99925,0.990065
810.0,0.99925,0.98278
811.0,0.99925,0.984105
812.0,0.99925,0.98543
813.0,0.99925,0.98874
814.0,0.99925,0.99205
815.0,0.99925,0.993375
816.0,0.99925,0.9947
817.0,0.99925,0.993375
818.0,0.99925,0.99205
819.0,0.99925,0.9946999999999999
820.0,0.99925,0.99735
821.0,0.99925,0.9960249999999999
822.0,0.99925,0.9947
823.0,0.99925,0.9960249999999999
824.0,0.99925,0.99735
825.0,0.99925,0.99735
826.0,0.99925,0.99735
827.0,0.99925,0.9960249999999999
828.0,0.99925,0.9947
829.0,0.99925,0.99735
830.0,0.99925,1.0
831.0,0.99925,0.998675
832.0,0.99925,0.99735
833.0,0.99925,0.99735
834.0,0.99925,0.99735
835.0,0.99925,0.990065
836.0,0.99925,0.98278
837.0,0.99925,0.984105
838.0,0.99925,0.98543
839.0,0.99925,0.98874
840.0,0.99925,0.99205
841.0,0.99925,0.993375
842.0,0.99925,0.9947
843.0,0.99925,0.993375
844.0,0.99925,0.99205
845.0,0.99925,0.9946999999999999
846.0,0.99925,0.99735
847.0,0.99925,0.9960249999999999
848.0,0.99925,0.9947
849.0,0.99925,0.9960249999999999
850.0,0.99925,0.99735
851.0,0.99925,0.99735
852.0,0.99925,0.99735
853.0,0.99925,0.9960249999999999
854.0,0.99925,0.9947
855.0,0.99925,0.99735
856.0,0.99925,1.0
857.0,0.99925,0.998675
858.0,0.99925,0.99735
859.0,0.99925,0.99735
860.0,0.99925,0.99735
861.0,0.99925,0.990065
862.0,0.99925,0.98278
863.0,0.99925,0.984105
864.0,0.99925,0.98543
865.0,0.99925,0.98874
866.0,0.99925,0.99205
867.0,0.99925,0.993375
868.0,0.99925,0.9947
869.0,0.99925,0.993375
870.0,0.99925,0.99205
871.0,0.99925,0.9946999999999999
872.0,0.99925,0.99735
873.0,0.99925,0.9960249999999999
874.0,0.99925,0.9947
875.0,0.99925,0.9960249999999999
876.0,0.99925,0.99735
877.0,0.99925,0.99735
878.0,0.99925,0.99735
879.0,0.99925,0.9960249999999999
880.0,0.99925,0.9947
881.0,0.99925,0.99735
882.0,0.99925,1.0
883.0,0.99925,1.0
884.0,0.99925,1.0
885.0,0.99925,1.0
886.0,0.99925,1.0
887.0,0.99925,1.0
888.0,0.99925,1.0
889.0,0.99925,1.0
890.0,0.99925,1.0
891.0,0.99925,1.0
892.0,0.99925,1.0
893.0,0.99925,1.0
894.0,0.99925,1.0
895.0,0.99925,1.0
896.0,0.99925,1.0
897.0,0.99925,1.0
898.0,0.99925,1.0
899.0,0.99925,1.0
900.0,0.99925,1.0
901.0,0.99925,1.0
902.0,0.99925,1.0
903.0,0.99925,1.0
904.0,0.99925,1.0
905.0,0.99925,1.0
906.0,0.99925,1.0
907.0,0.99925,1.0
908.0,0.99925,1.0
909.0,0.99925,1.0
910.0,0.99925,1.0
911.0,0.99925,1.0
912.0,0.99925,1.0
913.0,0.99925,1.0
914.0,0.99925,1.0
915.0,0.99925,1.0
916.0,0.99925,1.0
917.0,0.99925,1.0
918.0,0.99925,1.0
919.0,0.99925,1.0
920.0,0.99925,1.0
921.0,0.99925,1.0
922.0,0.99925,1.0
923.0,0.99925,1.0
924.0,0.99925,1.0
925.0,0.99925,1.0
926.0,0.99925,1.0
927.0,0.99925,1.0
928.0,0.99925,1.0
929.0,0.99925,1.0
930.0,0.99925,1.0
931.0,0.99925,1.0
932.0,0.99925,1.0
933.0,0.99925,1.0
934.0,0.99925,1.0
935.0,0.99925,1.0
936.0,0.99925,1.0
937.0,0.99925,1.0
938.0,0.99925,1.0
939.0,0.99925,1.0
940.0,0.99925,1.0
941.0,0.99925,1.0
942.0,0.99925,1.0
943.0,0.99925,1.0
944.0,0.99925,1.0
945.0,0.99925,1.0
946.0,0.99925,1.0
947.0,0.99925,1.0
948.0,0.99925,1.0
949.0,0.99925,1.0
950.0,0.99925,1.0
951.0,0.99925,1.0
952.0,0.99925,1.0
953.0,0.99925,1.0
954.0,0.99925,1.0
955.0,0.99925,1.0
956.0,0.99925,1.0
957.0,0.99925,1.0
958.0,0.99925,1.0
959.0,0.99925,1.0
960.0,0.99925,1.0
961.0,0.99925,1.0
962.0,0.99925,1.0
963.0,0.99925,1.0
964.0,0.99925,1.0
965.0,0.99925,1.0
966.0,0.99925,1.0
967.0,0.99925,1.0
968.0,0.99925,1.0
969.0,0.99925,1.0
970.0,0.99925,1.0
971.0,0.99925,1.0
972.0,0.99925,1.0
973.0,0.99925,1.0
974.0,0.99925,1.0
975.0,0.99925,1.0
976.0,0.99925,1.0
977.0,0.99925,1.0
978.0,0.99925,1.0
979.0,0.99925,1.0
980.0,0.99925,1.0
981.0,0.99925,1.0
982.0,0.99925,1.0
983.0,0.99925,1.0
984.0,0.99925,1.0
985.0,0.99925,1.0
986.0,0.99925,1.0
987.0,0.99925,1.0
988.0,0.99925,1.0
989.0,0.99925,1.0
990.0,0.99925,1.0
991.0,0.99925,1.0
992.0,0.99925,1.0
993.0,0.99925,1.0
994.0,0.99925,1.0
995.0,0.99925,1.0
996.0,0.99925,1.0
997.0,0.99925,1.0
998.0,0.99925,1.0
999.0,0.99925,1.0
1000.0,0.99925,1.0
